,lemma_word,word,ENT,suggested_by,rating,video_id,ENT_len,ENT_max
0,sindhi dal,sindhi dal,{'FOOD'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,FOOD
1,kudi chhola,kudi chhola,{'FOOD'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,FOOD
2,rice,rice,{'FOOD'},{'Singhsman '},22.83740506329114,{'p0MvovsCxCk'},1,FOOD
3,hai pri,hai pri,{'LANDMARK'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,LANDMARK
4,tamarind sauce,tamarind sauce,{'FOOD'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,FOOD
5,jaipur,jaipur,{'CITY'},"{'Golgappa Girl', 'SugarSpiceNice India', 'Travel Tales', 'Aniruddha Patil', 'Yatra Mitra', 'Saturday Shooters', 'SugarSpiceNice Hindi', 'Sisters vs Globe', 'Singhsman ', 'Sakshi Yadav', 'TheSocialTraveller', 'Traveller Rishabh'}",11.679155035063427,"{'7cPLbiblb84', 'Lv0PkSkKeSo', 'rm_j6O8y148', 'p0MvovsCxCk', '5zA6OFpkPe0', 'fP2zols1dag', 'snwAYESRUEw', '48TcOu9kPqg', 'D1blpY-3ROE', 'lmhzpFfuWKc', 'dcRh1zTPnDQ', 'Oz18u64bM8I'}",1,CITY
6,lentil,lentil,{'FOOD'},{'Singhsman '},24.83740506329114,{'p0MvovsCxCk'},1,FOOD
7,allredi trai,allredi trai,{'LANDMARK'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,LANDMARK
8,allredi,allredi,{'AREA'},{'Singhsman '},20.83740506329114,{'p0MvovsCxCk'},1,AREA
9,radheshyam ji,radheshyam ji,{'FOOD SHOP'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,FOOD SHOP
10,paneer,paneer,{'FOOD'},{'Singhsman '},22.83740506329114,{'p0MvovsCxCk'},1,FOOD
11,nana ji,nana ji,{'LANDMARK'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,LANDMARK
12,vaccine,vaccines,{'AREA'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,AREA
13,malai paneer tikka,malai paneer tikka,{'FOOD'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,FOOD
14,raja park,raja park,{'AREA'},{'Singhsman '},22.83740506329114,{'p0MvovsCxCk'},1,AREA
15,shimla tutter,shimla tutter,{'LANDMARK'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,LANDMARK
16,recome,recomed,{'FOOD'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,FOOD
17,mahavir rabri store,mahavir rabri store,{'FOOD SHOP'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,FOOD SHOP
18,mishra rajas charusta,mishra rajas charusta,{'FOOD SHOP'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,FOOD SHOP
19,rabri,rabri,{'FOOD'},"{'Singhsman ', 'SugarSpiceNice India'}",8.518743132911393,"{'D1blpY-3ROE', 'p0MvovsCxCk'}",1,FOOD
20,besan,besan,{'FOOD'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,FOOD
21,garlic sauce,garlic sauce,{'FOOD'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,FOOD
22,sodala,sodala,"{'LANDMARK', 'AREA'}",{'Singhsman '},20.83740506329114,{'p0MvovsCxCk'},2,LANDMARK
23,gulab ji,gulab ji,"{'FOOD SHOP', 'LANDMARK'}",{'Singhsman '},23.83740506329114,{'p0MvovsCxCk'},2,FOOD SHOP
24,gulab ji tea to,gulab ji tea to,{'LANDMARK'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,LANDMARK
25,gulab ji tea,gulab ji tea,{'FOOD SHOP'},{'Singhsman '},20.83740506329114,{'p0MvovsCxCk'},1,FOOD SHOP
26,saheb,saheb,{'AREA'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,AREA
27,ganpati plaza,ganpati plaza,{'LANDMARK'},{'Singhsman '},22.83740506329114,{'p0MvovsCxCk'},1,LANDMARK
28,ganpati plazas,ganpati plazas,{'LANDMARK'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,LANDMARK
29,shankar samosa,shankar samosas,{'FOOD SHOP'},{'Singhsman '},20.46240506329114,{'p0MvovsCxCk'},1,FOOD SHOP
30,samosa,samosa,{'FOOD'},"{'Singhsman ', 'SugarSpiceNice India'}",14.893743132911393,"{'D1blpY-3ROE', 'p0MvovsCxCk'}",1,FOOD
31,samosas,samosas,{'FOOD'},"{'SugarSpiceNice Hindi', 'Singhsman '}",12.06990359140418,"{'fP2zols1dag', 'p0MvovsCxCk'}",1,FOOD
32,lentil kachori,lentils kachori,{'FOOD'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,FOOD
33,onion,onion,"{'FOOD', 'AREA'}","{'Singhsman ', 'Sakshi Yadav', 'SugarSpiceNice India'}",10.020254737310145,"{'lmhzpFfuWKc', 'D1blpY-3ROE', 'p0MvovsCxCk'}",2,FOOD
34,gurunanpura,gurunanpura,{'FOOD SHOP'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,FOOD SHOP
35,hai gali,hai gali,{'FOOD SHOP'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,FOOD SHOP
36,calcutta,calcutta,{'CITY'},{'Singhsman '},20.83740506329114,{'p0MvovsCxCk'},1,CITY
37,calcutta chaat bhandar,calcutta chaat bhandar,{'FOOD SHOP'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,FOOD SHOP
38,raman dosa,raman dosa,{'FOOD SHOP'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,FOOD SHOP
39,dosa,dosa,{'FOOD'},"{'Singhsman ', 'SugarSpiceNice India'}",12.083883960216998,"{'D1blpY-3ROE', 'p0MvovsCxCk'}",1,FOOD
40,chaat,chaat,"{'FOOD', 'LANDMARK'}","{'SugarSpiceNice Hindi', 'Singhsman '}",14.31990359140418,"{'fP2zols1dag', 'p0MvovsCxCk'}",2,FOOD
41,rice rice,rice rice,{'FOOD'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,FOOD
42,ji,ji,{'AREA'},{'Singhsman '},43.83740506329114,{'p0MvovsCxCk'},1,AREA
43,rahul chaat,rahul chaat,{'FOOD SHOP'},"{'SugarSpiceNice Hindi', 'Singhsman '}",12.3257374153665,"{'fP2zols1dag', 'p0MvovsCxCk'}",1,FOOD SHOP
44,pali,pali,{'CITY'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,CITY
45,dhaba,dhaba,{'FOOD'},{'Singhsman '},20.83740506329114,{'p0MvovsCxCk'},1,FOOD
46,toh sara,toh sara,{'LANDMARK'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,LANDMARK
47,jag se gar,jag se gar,{'LANDMARK'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,LANDMARK
48,cheese tikka butter masala,cheese tikka butter masala,{'FOOD'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,FOOD
49,tikka masala,tikka masala,{'FOOD'},{'Singhsman '},19.83740506329114,{'p0MvovsCxCk'},1,FOOD
50,ghee,ghee,"{'FOOD', 'AREA'}","{'Singhsman ', 'SugarSpiceNice India'}",11.207123408679927,"{'D1blpY-3ROE', 'p0MvovsCxCk'}",2,FOOD
51,delhi,delhi,{'CITY'},"{'Aniruddha Patil', 'SugarSpiceNice Hindi', 'TheSocialTraveller'}",10.894320878268179,"{'7cPLbiblb84', 'fP2zols1dag', 'Lv0PkSkKeSo'}",1,CITY
52,pune,pune,{'CITY'},"{'Sisters vs Globe', 'TheSocialTraveller'}",27.3733344573563,"{'7cPLbiblb84', '5zA6OFpkPe0'}",1,CITY
53,hawa mahal,hawa mahal,{'LANDMARK'},"{'Aniruddha Patil', 'Yatra Mitra', 'SugarSpiceNice Hindi', 'Sisters vs Globe', 'Saturday Shooters', 'Sakshi Yadav', 'TheSocialTraveller'}",4.407485264884032,"{'Lv0PkSkKeSo', '7cPLbiblb84', 'rm_j6O8y148', '5zA6OFpkPe0', 'fP2zols1dag', 'lmhzpFfuWKc', 'dcRh1zTPnDQ'}",1,LANDMARK
54,albert hall,albert hall,{'LANDMARK'},"{'SugarSpiceNice Hindi', 'Yatra Mitra', 'TheSocialTraveller'}",8.515518224277097,"{'7cPLbiblb84', 'dcRh1zTPnDQ', 'fP2zols1dag'}",1,LANDMARK
55,albert hall museum,albert hall museum,{'LANDMARK'},"{'Saturday Shooters', 'TheSocialTraveller'}",30.131956664290804,"{'7cPLbiblb84', 'rm_j6O8y148'}",1,LANDMARK
56,sargasuli tower,sargasuli tower,{'LANDMARK'},{'TheSocialTraveller'},36.61090163934426,{'7cPLbiblb84'},1,LANDMARK
57,sargasuli,sargasuli,{'LANDMARK'},{'TheSocialTraveller'},37.61090163934426,{'7cPLbiblb84'},1,LANDMARK
58,skykisse tower,skykissing tower,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
59,sharad temple,sharad temple,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
60,ratan temple,ratan temple,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
61,vichitra temple,vichitra temple,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
62,prakash temple,prakash temple,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
63,hawa temple,hawa temple,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
64,daytoday,daytoday,{'AREA'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,AREA
65,jantar mantar,jantar mantar,{'LANDMARK'},"{'Aniruddha Patil', 'Yatra Mitra', 'SugarSpiceNice Hindi', 'Saturday Shooters', 'TheSocialTraveller'}",6.526793170387807,"{'Lv0PkSkKeSo', '7cPLbiblb84', 'rm_j6O8y148', 'fP2zols1dag', 'dcRh1zTPnDQ'}",1,LANDMARK
66,jantarmantar,jantarmantar,{'LANDMARK'},{'TheSocialTraveller'},39.61090163934426,{'7cPLbiblb84'},1,LANDMARK
67,mubarak mahal,mubarak mahal,{'LANDMARK'},"{'Saturday Shooters', 'TheSocialTraveller'}",30.62669290805417,"{'7cPLbiblb84', 'rm_j6O8y148'}",1,LANDMARK
68,palace of reception,palace of reception,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
69,ramnivasgarden,ramnivasgarden,{'FOOD'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,FOOD
70,chokhi dhani,chokhi dhani,{'LANDMARK'},{'TheSocialTraveller'},36.61090163934426,{'7cPLbiblb84'},1,LANDMARK
71,chowki dhani,chowki dhani,{'LANDMARK'},{'TheSocialTraveller'},37.61090163934426,{'7cPLbiblb84'},1,LANDMARK
72,nahargarh fort,nahargarh fort,{'LANDMARK'},"{'Saturday Shooters', 'TheSocialTraveller', 'Yatra Mitra'}",8.82693454844225,"{'7cPLbiblb84', 'dcRh1zTPnDQ', 'rm_j6O8y148'}",1,LANDMARK
73,jaigarh fort,jaigarh fort,{'LANDMARK'},"{'Saturday Shooters', 'TheSocialTraveller', 'Yatra Mitra'}",21.284396115299657,"{'7cPLbiblb84', 'dcRh1zTPnDQ', 'rm_j6O8y148'}",1,LANDMARK
74,amer fort,amer fort,{'LANDMARK'},"{'Aniruddha Patil', 'SugarSpiceNice Hindi', 'Sisters vs Globe', 'Saturday Shooters', 'TheSocialTraveller', 'Traveller Rishabh'}",9.409784825605238,"{'Lv0PkSkKeSo', '7cPLbiblb84', 'rm_j6O8y148', '5zA6OFpkPe0', 'fP2zols1dag', '48TcOu9kPqg'}",1,LANDMARK
75,sheesh mahal,sheesh mahal,{'LANDMARK'},"{'Aniruddha Patil', 'Yatra Mitra', 'SugarSpiceNice Hindi', 'Saturday Shooters', 'TheSocialTraveller', 'Traveller Rishabh'}",4.733902931882348,"{'Lv0PkSkKeSo', '7cPLbiblb84', 'rm_j6O8y148', 'fP2zols1dag', '48TcOu9kPqg', 'dcRh1zTPnDQ'}",1,LANDMARK
76,step well,step well,{'LANDMARK'},"{'Sisters vs Globe', 'TheSocialTraveller'}",27.3733344573563,"{'7cPLbiblb84', '5zA6OFpkPe0'}",1,LANDMARK
77,bawdi,bawdi,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
78,madhavendra bhawan,madhavendra bhawan,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
79,nahargarh,nahargarh,{'LANDMARK'},"{'Sisters vs Globe', 'TheSocialTraveller'}",29.6233344573563,"{'7cPLbiblb84', '5zA6OFpkPe0'}",1,LANDMARK
80,victory fort,victory fort,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
81,shubhat,shubhat,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
82,khilwat niwa,khilwat niwas,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
83,deewane khas,deewane khas,{'LANDMARK'},"{'Saturday Shooters', 'TheSocialTraveller'}",27.631956664290804,"{'7cPLbiblb84', 'rm_j6O8y148'}",1,LANDMARK
84,lalit mandir vilas mandir,lalit mandir vilas mandir,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
85,lakshmi vila,lakshmi vilas,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
86,bhojan shala,bhojan shala,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
87,jaigar fort,jaigar fort,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
88,aravali mountain,aravali mountain,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
89,maota lake,maota lake,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
90,suraj pole,suraj pole,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
91,jaleb chowk,jaleb chowk,{'LANDMARK'},"{'TheSocialTraveller', 'Traveller Rishabh'}",13.04155228149382,"{'7cPLbiblb84', '48TcOu9kPqg'}",1,LANDMARK
92,suraj pol,suraj pol,{'LANDMARK'},"{'TheSocialTraveller', 'Traveller Rishabh'}",20.564668734110633,"{'7cPLbiblb84', '48TcOu9kPqg'}",1,LANDMARK
93,deewane khaas,deewane khaas,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
94,zenana deodi,zenana deodi,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
95,jal mahal,jal mahal,{'LANDMARK'},"{'Golgappa Girl', 'SugarSpiceNice India', 'Aniruddha Patil', 'Yatra Mitra', 'SugarSpiceNice Hindi', 'Sisters vs Globe', 'Saturday Shooters', 'TheSocialTraveller'}",5.046077898744658,"{'Lv0PkSkKeSo', '7cPLbiblb84', 'rm_j6O8y148', '5zA6OFpkPe0', 'fP2zols1dag', 'snwAYESRUEw', 'D1blpY-3ROE', 'dcRh1zTPnDQ'}",1,LANDMARK
96,mansagar lake,mansagar lake,{'LANDMARK'},"{'Yatra Mitra', 'TheSocialTraveller'}",19.314330176240496,"{'7cPLbiblb84', 'dcRh1zTPnDQ'}",1,LANDMARK
97,sweet,sweet,"{'FOOD', 'AREA'}","{'SugarSpiceNice India', 'TheSocialTraveller'}",23.47063224824356,"{'7cPLbiblb84', 'D1blpY-3ROE'}",2,FOOD
98,rawat kachori,rawat kachori,{'FOOD SHOP'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,FOOD SHOP
99,tripolia bazaar,tripolia bazaar,{'AREA'},"{'Saturday Shooters', 'TheSocialTraveller'}",27.631956664290804,"{'7cPLbiblb84', 'rm_j6O8y148'}",1,AREA
100,nehru bazaar,nehru bazaar,{'AREA'},"{'Sakshi Yadav', 'TheSocialTraveller'}",11.495194545638535,"{'7cPLbiblb84', 'lmhzpFfuWKc'}",1,AREA
101,bapu bazaar,bapu bazaar,{'AREA'},"{'SugarSpiceNice Hindi', 'Sakshi Yadav', 'TheSocialTraveller'}",7.301108038027014,"{'7cPLbiblb84', 'lmhzpFfuWKc', 'fP2zols1dag'}",1,AREA
102,sisodia garden,sisodia garden,{'LANDMARK'},{'TheSocialTraveller'},36.61090163934426,{'7cPLbiblb84'},1,LANDMARK
103,birla temple,birla temple,{'LANDMARK'},"{'Saturday Shooters', 'TheSocialTraveller'}",22.522747933000716,"{'7cPLbiblb84', 'rm_j6O8y148'}",1,LANDMARK
104,moti dungri hill,moti dungri hill,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
105,lakshmi narayan temple,lakshmi narayan temple,{'LANDMARK'},"{'Saturday Shooters', 'TheSocialTraveller'}",27.631956664290804,"{'7cPLbiblb84', 'rm_j6O8y148'}",1,LANDMARK
106,panchmukhi mandir,panchmukhi mandir,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
107,moti dungri ganesh ji mandir,moti dungri ganesh ji mandir,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
108,birla mandir,birla mandir,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
109,adinath digambar jain temple,adinath digambar jain temple,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
110,amar jawan jyoti central park,amar jawan jyoti central park,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
111,raj mandir,raj mandir,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
112,world trade park,world trade park,{'LANDMARK'},{'TheSocialTraveller'},35.61090163934426,{'7cPLbiblb84'},1,LANDMARK
113,taj mahal,taj mahal,{'LANDMARK'},{'Saturday Shooters'},3.695121739130435,{'rm_j6O8y148'},1,LANDMARK
114,diwan mango,diwan mango,"{'FOOD', 'LANDMARK'}","{'SugarSpiceNice Hindi', 'Saturday Shooters'}",4.254595753286148,"{'fP2zols1dag', 'rm_j6O8y148'}",2,FOOD
